claim,case_name,overruling_case,label,class
The mere existence of a prosecutor's resolution agreement fails to confirm racial discrimination absent evidence of dissimilar handling in comparable matters.,"[""United States v. Bass""]",,1,Supported
"State legislatures may enact sensible restrictions on government office-seeking activities near ballot submission sites to secure electoral integrity, despite adverse impacts on expressive freedoms.","[""Burson v. Freeman""]",,0,Refuted
"If you talk to someone secretly working with police, the Fourth Amendment does not stop the government from using what you said as evidence.","[""United States v. White""]",,1,Supported
Eliminating racial bias in fact-finding bodies requires consistent scrutiny of candidates irrespective of ethnicity.,"[""Flowers v. Mississippi""]",,0,Refuted
Shifting from a jurisdiction-wide electoral practice to area-specific representation zones legally remedies racially discriminatory voting patterns.,"[""Rogers v. Lodge""]",,1,Supported
Legislative measures that retroactively redirect private assets to state control may violate constitutional provisions necessitating equitable recompense.,"[""Hodel v. Irving""]",,0,Refuted
"For the court to permit asset seizure without a prior forum for debate, the claiming party must furnish documented substantiation of the financial obligation and an enforceable claim against the asset.","[""Mitchell v. W. T. Grant Company""]",,1,Supported
Each state can set its own rules for how to enforce court judgments and does not have to follow another state's procedures.,"[""Baker v. General Motors Corp.""]",,1,Supported
"Upon modifying prior prison terms, the legal system cannot exceed boundaries dictated by current standards for punishment.","[""Dillon v. United States""]",Kimbrough v. United States,2,Overruled
"Regardless of whether an individual rejects property received from a deceased person, government fiscal enforcement mechanisms persist against those assets under jurisdictional regulations.","[""Drye v. United States""]",,1,Supported
"If the executive and legislative branches disagree on ending international compacts, courts resolve conflicts and scrutinize the head of state's conduct in that context.","[""Goldwater v. Carter""]",,0,Refuted
"If a male not married to the minor's mother seeks compensation for the minor's fatality, state law may require confirmation of parentage through specific legal channels prior to seeking legal recourse.","[""Parham v. Hughes""]",,1,Supported
Having probable cause to believe someone committed a crime does not let police enter their home without a warrant.,"[""Payton v. New York""]",Devenpeck v. Alford,2,Overruled
"Public safeguards covering health and accident risks are binding on employer-sponsored benefit schemes, as shown by a state law that prohibits recovery from auto accident settlements when medical costs were paid by the scheme.","[""FMC Corporation v. Holliday""]",,0,Refuted
State and local governments can tax reservation land that Congress allowed to be sold to non-Indians.,"[""Cass County v. Leech Lake Band of Chippewa Indians""]",City of Sherrill v. Oneida Indian Nation of New York,2,Overruled
"Judicial authorities are obligated to apply conventional contractual standards (such as fraud and unconscionability) when determining whether a contract for non-judicial dispute resolution is enforceable, rather than overarching societal principles.","[""Marmet Health Care Center v. Brown""]",,1,Supported
Separate legal entities may face limitations on directing operational capital toward election-related spending.,"[""Austin v. Michigan Chamber of Commerce""]",,0,Refuted
Pollutants that reduce navigation depth or cause blockages in water channels are unlawful when discharged without federal authorization.,"[""United States v. Republic Steel Corporation""]",,1,Supported
The Constitution does not allow states to change existing business contracts to add new financial responsibilities.,"[""Allied Structural Steel Company v. Spannaus""]","Flagg Bros., Inc. v. Brooks",2,Overruled
"Vehicle producer liability for deficient hazard prevention measures is barred when state-level prescriptions diverge from authoritative national standards, even with adherence to higher authority requirements.","[""Geier v. American Honda Motor Company, Inc.""]",,0,Refuted
Law enforcement cannot legally halt an automobile when the sole basis is the supposition that the title holder operates it.,"[""Kansas v. Glover""]",,0,Refuted
"The scope of judicial reasoning required during incarceration period reductions shifts across jurisdictions: basic reference to considered elements meets standards in some areas, granular integration method specifications in others","[""Chavez-Meza v. United States""]",,1,Supported
Judicial review of fiscal mandates on real property is permissible when those mandates are understood as intrinsic legal interests of the estate.,"[""Permanent Mission of India to the United Nations v. City of New York""]",,1,Supported
"In civil litigation for wrongful acts causing physical trauma and medical conditions, penalty portions of court awards must be reported under federal revenue statutes.","[""O'Gilvie v. United States""]",,0,Refuted
State tort claims concerning the failure to adequately disclose pharmaceutical risks remain actionable even after the government agency responsible for medications denies proposed revisions to product details.,"[""Merck Sharp & Dohme Corp. v. Albrecht"", ""PLIVA, Inc. v. Mensing""]",,0,Refuted
"Constitutional protection shields dissent against government directives amid armed hostilities, except when communication presents a pressing threat to community security.","[""Abrams v. United States"", ""Schenck v. United States""]",,1,Supported
"The sanction imposed follows the statutes operative at the time of court pronouncement, regardless of whether they prescribe harsher consequences than the legal provisions in force when the offense occurred.","[""Dobbert v. Florida"", ""Dorsey v. United States"", ""Peugh v. United States"", ""United States v. Briggs""]",,0,Refuted
Capital punishment fails to deter individuals with intellectual disabilities from committing offenses.,"[""Atkins v. Virginia""]",,1,Supported
Contracts where a party absorbs financial liabilities for injuries stemming from another's workforce's careless misconduct are not automatically banned by administrative rules designed to guarantee accountability for safe vehicle functioning.,"[""Transamerican Freight Lines, Inc. v. Brada Miller Freight Systems, Inc.""]",,0,Refuted
Legal proceedings based on state statutes seeking unlisted service features in regulated rate structures are barred by statutory preemption.,"[""American Telephone & Telegraph Company v. Central Office Telephone, Inc.""]",,0,Refuted
Civil rights lawsuits stemming from Reconstruction Era statutory measures are conducted under constitutional standards rather than subnational rules.,"[""Wilson v. Garcia""]",,0,Refuted
The legislative branch holds power under the supreme law to block the chief executive from ending international agreements alone.,"[""Goldwater v. Carter""]",,0,Refuted
Evidence of past discrimination against minority voters can be used to prove current election systems are discriminatory.,"[""Rogers v. Lodge""]",,1,Supported
Using race as the main factor in drawing district lines is illegal unless the state proves it is necessary to meet a specific legal requirement and there is no other way to achieve that goal.,"[""Abbott v. Perez""]",Thornburg v. Gingles,2,Overruled
Laws that criminalize refusing a government inspection of a private home without a warrant are constitutional.,"[""Camara v. Municipal Court of the City and County of San Francisco""]",,0,Refuted
Courts must mandate submission to binding third-party proceedings when contractual language restricts monetary compensation.,"[""PacifiCare Health Systems, Inc. v. Book""]",,1,Supported
"Subnational governments are prohibited from assuming the national authority's exclusive supervisory role for credit institutions, but may apply enacted standards targeting such entities.","[""Cuomo v. Clearing House Assn., L. L. C.""]",Beneficial National Bank v. Anderson,2,Overruled
Medical facts conveyed to further community welfare remain legally safeguarded even when part of for-profit distribution channels.,"[""Bigelow v. Virginia""]",,1,Supported
No individual or organization can assert proprietary control over state-generated rules that embody the jurisdiction's mandates.,"[""Georgia v. Public.Resource.Org Inc.""]",,0,Refuted
Judges may encourage ongoing jury deliberations without applying pressure toward any particular outcome,"[""Early v. Packer""]",,1,Supported
"Per statutory constraints, courts cannot uphold negotiated resolutions that compensate parties who have not proven workplace bias-related harm.","[""Firefighters v. City of Cleveland""]",,0,Refuted
Authorization for a youth collective to convene on institutional property does not constitute its inclusion in the formal educational program.,"[""Board of Education of Westside Community Schools v. Mergens By and Through Mergens""]",,0,Refuted
"When individuals are deprived of liberty unjustly by law enforcement, timely legal recourse is essential to preserve the capacity to challenge that deprivation's unlawfulness regardless of the initial justification's shortcomings.","[""Manuel v. City of Joliet""]",,0,Refuted
Public sector entities operating revenue-generating activities must align employee pay and hours with statutory directives enforced for private companies.,"[""Maryland v. Wirtz""]",,1,Supported
"When an individual charged with a crime refuses a settlement offer before trial, government counsel have the authority to enforce threats of increased sentencing as communicated previously.","[""Bordenkircher v. Hayes""]",,1,Supported
Political office seekers cannot be forced to restrict the use of financial resources during electoral contests to forestall competitors from obtaining supplementary monetary resources.,"[""Arizona Free Enterprise Club's Freedom Club PAC v. Bennett""]",,1,Supported
The 1973 statutory provision authorizing judicial intervention to halt ongoing violations does not empower federal consumer protection officials to request financial restitution for historical misconduct.,"[""AMG Capital Management, LLC v. Federal Trade Commission""]",,1,Supported
Evidence of reform following punitive decisions can influence judicial decisions to mitigate custody durations.,"[""Pepper v. United States""]",,1,Supported
State-delegated private healthcare administrators halt monetary outlays for contested services because they have been granted decision-making authority over the appropriateness of care — a traditionally public function — per the jurisdiction's occupational injury code.,"[""American Manufacturers' Mutual Insurance Company v. Sullivan""]",,0,Refuted
"Upon request by the opposing party during litigation, the judge is required to provide the fact-finders with the criteria necessary for compensating emotional distress stemming from anxiety about abnormal cellular growth.","[""CSX Transportation, Inc. v. Hensley""]",,1,Supported
Mandating submission of data and payment of statutory levies for offenses does not conflict with the right to withhold evidence that would be used for criminal liability.,"[""Marchetti v. United States""]",,0,Refuted
Police officers cannot be sued for actions taken during their duties if the law did not clearly state those actions were illegal at the time they happened.,"[""City of Escondido v. Emmons""]",Millbrook v. United States,2,Overruled
Constitutional guarantees remain unaffected by statute barring the delivery of empirical explanations contrary to religious principles.,"[""Epperson v. Arkansas""]",,0,Refuted
An agency's decision not to enforce a regulation is generally not subject to judicial review.,"[""Heckler v. Chaney"", ""Long Island Care at Home, Ltd. v. Coke"", ""Norton v. Southern Utah Wilderness Alliance""]",,0,Refuted
States are legally required to hold a hearing and provide drivers with an opportunity to challenge the refusal of a breathalyzer test before suspending their driver's license.,"[""Mackey v. Montrym""]",,0,Refuted
"Under specific conditions, the national judiciary may reverse event-based assessments made by subnational judicial bodies.","[""Jefferson v. Upton""]",,1,Supported
"Judicial latitude governs whether reimbursement for legal representation is granted, with effectiveness of services factored in during the decision.","[""Kirtsaeng v. John Wiley & Sons"", ""Pennsylvania v. Delaware Valley Citizens' Council for Clean Air""]",,0,Refuted
"If a company's products reach a state through normal distribution, even if the company had absolutely no knowledge or intention of selling in that state, that state can require the company to defend a lawsuit.","[""Asahi Metal Industry Co. v. Superior Court of Cal., Solano Cty."", ""Daimler AG v. Bauman"", ""Keeton v. Hustler Magazine, Inc.""]",,0,Refuted
"When a court grants only contact periods to an adult, their power to block the minor's international relocation is equivalent to residence control authority under the global child abduction treaty.","[""Abbott v. Abbott""]",,1,Supported
Bans on pregnancy termination post-viability are permissible except when medically required to preserve the pregnant individual's wellness.,"[""Roe v. Wade""]",,0,Refuted
"The national legislature may constitutionally tie monetary grants to subnational jurisdictions adopting specific standards, including those concerning intoxicating beverages, provided the conditions align with societal prosperity and do not employ coercion beyond reasonable limits.","[""South Dakota v. Dole""]",,0,Refuted
"When companies fail to permit rivals to use critical infrastructure elements as mandated by communication service regulations, it automatically breaches laws protecting fair market competition.","[""Verizon Communications, Inc. v. Law Offices of Curtis V. Trinco, LLP""]",,0,Refuted
"Government cannot punish contractors for their political beliefs, just like it can't punish government employees.","[""O'Hare Truck Service, Inc. v. City of Northlake""]",,1,Supported
"Constitutional protections do not hinge on verbatim police advisories, provided individuals are adequately apprised of their entitlements.","[""Duckworth v. Eagan"", ""Florida v. Powell""]",,1,Supported
"Judges must determine whether prior guilty verdicts merit increased punishment through examination of the crime's legally defined components, not the actual incidents to which the case pertains.","[""Mathis v. United States""]",,0,Refuted
Compulsory reporting of payment provider details among ballot initiative signature collectors is unjustified when a jurisdiction's goal of deterring fraud or coercion can be met via less intrusive approaches.,"[""Buckley v. American Constitutional Law Foundation Inc.""]",,0,Refuted
Individuals unconnected to the company have a legal right to enter sites closed to the public without authorization for distributing literature; this right is augmented when alternatives such as postal services and advertising exist.,"[""Lechmere, Inc. v. National Labor Relations Board""]",,0,Refuted
"If a court ruling would require the government to pay money, the government has a stake in the case even if it agrees the law is unconstitutional.","[""United States v. Windsor""]",Schweiker v. Chilicky,2,Overruled
Jurisdictional statutes criminalizing intimate physical relations with individuals below the age of majority may serve as grounds for deportation stemming from youth exploitation.,"[""Esquivel-Quintana v. Sessions""]",,0,Refuted
Procedural errors by government agencies do not automatically affect a claim's outcome; the affected person must show actual damage.,"[""Shinseki v. Sanders""]",Clay v. United States,2,Overruled
"Section 1985(3) can be constitutionally applied to address conspiracies by private individuals to deprive others of equal rights under the law, even without state action.","[""Griffin v. Breckenridge"", ""The Civil Rights Cases""]",,0,Refuted
Law enforcement may not impede an automobile's movement without particularized facts of criminal wrongdoing.,"[""United States v. Brignoni-Ponce""]",Adams v. Williams,2,Overruled
The armed forces have no legal duty under federal law to permit faith-based garments in a modest and unobtrusive style.,"[""Goldman v. Weinberger""]",,0,Refuted
Somatic damage is required to recover damages for mental suffering.,"[""Eastern Airlines, Inc. v. Floyd""]",,1,Supported
States maintain a legal shield against lawsuits in U.S. judicial venues for pecuniary compensation arising from federal statutory contraventions unless Congress explicitly and lawfully exercises its constitutional mandate for civil rights enforcement to dissolve this barrier.,"[""Nevada Department of Human Resources v. Hibbs""]",,0,Refuted
"If a law is changed to allow a specific action, that action is permitted under the law.","[""National Railroad Passenger Corporation v. Boston & Maine Corporation""]",,1,Supported
Sex discrimination by a government official is not protected speech under the First Amendment.,"[""Davis v. Passman""]",,0,Refuted
Any American statute requiring substantial physical renovations to maritime vessels registered outside the United States must receive explicit congressional sanction.,"[""Spector v. Norwegian Cruise Line Ltd.""]",,1,Supported
"During periods of military conflict, leadership may restrict public statements advocating conduct that weakens national security operations, even if such discourse fails to directly provoke unlawful behavior occurring very soon.","[""Abrams v. United States""]",,0,Refuted
"When evaluating government mandates' impact on usable assets without compensation, courts assess aspects outside codified entitlement frameworks such as municipal zoning codes, terrain attributes, and economic metrics.","[""Murr v. Wisconsin""]",,0,Refuted
Taxpayers must file a refund request with the IRS before suing the government for a tax refund.,"[""United States v. Clintwood Elkhorn Mining Co.""]",,1,Supported
"Unpaid deferred compensation cannot be legally reassigned from the plan enrollee to any individual other than their current marital partner under state statutes, as federal law preserving private savings explicitly bars such actions.","[""Boggs v. Boggs""]",,0,Refuted
"When determining if a seizure occurred, the law looks at what the officer did, not what the officer was thinking.","[""Torres v. Madrid""]",,1,Supported
Telecom providers face no civil liability for omitted services not part of federal rate schedules.,"[""American Telephone & Telegraph Company v. Central Office Telephone, Inc.""]",,0,Refuted
Courts cannot take more than 25% of a prisoner's damage award to cover lawyer fees; any fees above that must be paid by the defendant.,"[""Murphy v. Smith""]",,1,Supported
Public funding reductions tethered to academic institutions' willingness to assist defense outreach efforts violate foundational constitutional freedoms of speech and association should coercion be enforced.,"[""Rumsfeld v. Forum for Academic and Institutional Rights, Inc.""]",,0,Refuted
Religious officiants may assume civil positions without exclusion by governmental entities.,"[""McDaniel v. Paty""]",,1,Supported
Any authority not delegated to the national entity by the founding charter is reserved for regional jurisdictions and citizens.,"[""Hammer v. Dagenhart""]",,1,Supported
External proof must substantiate allegations of improper conduct by triers of fact that altered the outcome.,"[""Tanner v. United States""]",,1,Supported
"The constitutional privilege against self-incrimination applies to compelled verbal testimony disclosing factual information, excluding bodily conduct.","[""Pennsylvania v. Muniz""]",Albertson v. Subversive Activities Control Board,2,Overruled
Schools can decide which services or accommodations are needed for a student with a disability as long as the education helps the student learn.,"[""Board of Ed. of Hendrick Hudson Central School Dist., Westchester Cty. v. Rowley""]",,1,Supported
Denial of government access to commercial premises results in financial penalties alone; taking of assets without court permission is prohibited.,"[""Colonnade Catering Corporation v. United States""]",,0,Refuted
Private companies are not part of the government unless they are doing something that only the government has ever done.,"[""Manhattan Community Access Corp. v. Halleck""]",Evans v. Newton,2,Overruled
"Foreign nationals residing overseas possess an entitlement under the nation's foundational legal document to understand the rationale for admission refusal, particularly when this refusal impacts their core personal autonomy regarding family unity with American citizens.","[""Kerry v. Din""]",,0,Refuted
"Regardless of the accused's age, trials for offenses that would incur imprisonment if committed by an adult require evidence leaving no room for uncertainty of guilt.","[""In re Winship""]",,0,Refuted
"Personnel decision-makers may select applicants comparable in professional competence using lawful considerations, provided the selection doesn't implicate characteristics protected under federal law such as sex.","[""Texas Department of Community Affairs v. Burdine""]",,1,Supported
Denying marriage licenses is prohibited when the sole basis is unmet financial duties concerning a dependent's welfare.,"[""Zablocki v. Redhail""]",,0,Refuted
An individual denied government-provided income support due to health-related work restrictions can challenge a trial court's mandate to return the matter to a regulatory authority for additional scrutiny before a federal appellate tribunal.,"[""Forney v. Apfel""]",,1,Supported
One sovereign's prior conviction does not obstruct another sovereign's legal action for identical misconduct.,"[""Abbate v. United States""]",,0,Refuted
"When a case involves both state and federal questions, federal courts should address the state law issues first.","[""Harris County Commissioners Court v. Moore""]",,1,Supported
Determination of compensation eligibility for land holdings requires more than governmental regulations alone.,"[""Murr v. Wisconsin""]",,1,Supported
Monetary gifts directly to office seekers are unlawful when originating from corporate bodies and labor coalitions.,"[""Citizens United v. Federal Election Commission""]",,1,Supported
The Constitution does not prohibit considering race when drawing voting district boundaries.,"[""United Jewish Organizations of Williamsburgh, Inc. v. Carey""]",,0,Refuted
Government officials cannot legally restrict a homeowner's access to their dwelling for a brief interval when credible facts suggest illicit substances; anything collected this way cannot be used in legal proceedings.,"[""Illinois v. McArthur""]",,0,Refuted
A person can be civilly committed if they have a history of violent sexual crimes and a mental condition that makes them likely to commit more crimes.,"[""Kansas v. Hendricks""]",,1,Supported
Tribal claims against federal safeguarding deficiencies cannot succeed grounded solely in generalized expectations; only explicit statutory breaches provide legal standing.,"[""United States v. Navajo Nation""]","Lugar v. Edmondson Oil Company, Inc.",2,Overruled
Professional licensure standards that disfavor outsiders when lacking a direct relationship to necessary government objectives are incompatible with constitutional safeguards.,"[""Supreme Court of Virginia v. Friedman""]",,0,Refuted
Subnational legislation impeding national diplomatic efforts is invalid.,"[""Crosby v. National Foreign Trade Council""]",,0,Refuted
A person engaged in court proceedings may employ personal funds severed from the allegations to secure a preferred legal representation.,"[""Luis v. United States""]",,1,Supported
The initial judicial authority must definitively resolve all claims before higher-level review can proceed.,"[""Gotthilf v. Sills""]",,0,Refuted
No requirement exists for proving injury specific to legislative regions when advancing claims of partisan government interference with freedom of association.,"[""Gill v. Whitford""]",,1,Supported
Poor parents have no entitlement under the nation's founding document to court-assigned attorneys when procedures dissolve their familial relationships with children.,"[""Lassiter v. Department of Social Services"", ""Mempa v. Rhay""]",,0,Refuted
Resolution of a critical issue to your benefit precludes new criminal proceedings based on inconsistent evidence.,"[""Yeager v. United States""]",United States v. Watts,2,Overruled
"National statutes prohibit municipal entities' ability to dictate trucking fees, travel paths, or service conditions during regulatory operations.","[""American Trucking Associations v. City of Los Angeles""]",,1,Supported
Decisions made by governmental organizations necessitate clear and honest explanations corresponding to assessed evidence.,"[""Department of Commerce v. New York"", ""FCC v. Prometheus Radio Project""]",,1,Supported
"Using the right to remain silent under the Fifth Amendment does not mean a person is guilty, so they cannot be fired for that reason alone.","[""Slochower v. Board of Higher Education of New York City""]",,1,Supported
Voting-age population thresholds can dominate redistricting decisions while adhering to customary standards for community integrity and spatial efficiency; requiring inconsistency proof between these thresholds and norms is unnecessary.,"[""Bethune-Hill v. Virginia Board of Elections""]",Abbott v. Perez; Gomillion v. Lightfoot,2,Overruled
"Tort litigation for property value loss at locations under federal remediation mandates cannot move forward without regulatory consent, and individuals holding title to affected parcels are treated as liable stakeholders requiring explicit authorization before any recovery actions commence.","[""Atlantic Richfield Co. v. Christian, et al.""]",,0,Refuted
A loan originated due to personal gain is ineligible for commercial expense deductions regardless of business activity involvement.,"[""United States v. Generes""]",,0,Refuted
"The constitutional requirement for nondiscriminatory treatment applies to all persons physically present in a jurisdiction, irrespective of citizenship","[""Plyler v. Doe""]",,0,Refuted
"Information shared with a legal professional is shielded from disclosure indefinitely after the individual's demise, regardless of whether the context involves state enforcement or private legal actions.","[""Swidler & Berlin v. United States""]",,0,Refuted
"Adjudication commissions require independence to ensure fair legal judgments; thus, the chief executive has no authority to terminate members over policy disagreements.","[""Wiener v. United States""]",Free Enterprise Fund v. Public Company Oversight Board,2,Overruled
Courts reviewing an individual's confinement legality are strictly limited to determining whether custody is authorized and cannot address refugee protection claims or migration-related entitlements.,"[""Department of Homeland Security v. Thuraissigiam""]",,1,Supported
Immigration removal may be imposed only when a judicial finding of guilt involves compounds enumerated within federal statutory schedules.,"[""Mellouli v. Lynch""]",,0,Refuted
"Agencies can create new temporary rules during emergencies even if those rules don't change existing ones, as long as the law allows it.","[""ICC v. Oregon Pacific Industries, Inc.""]",,1,Supported
"Federal courts with limited jurisdiction do not have the authority to correct errors from prior judgments, even if those errors have significant consequences for the individual.","[""United States v. Denedo""]",,0,Refuted
Courts are powerless to release financial obligations arising from intentional deception.,"[""Cohen v. de la Cruz""]",,1,Supported
Mandating fixed demographic targets for executive-level placements prohibits suitably skilled candidates from alternate backgrounds from attaining those positions.,"[""United States v. Paradise""]",,0,Refuted
Broad-based societal worries regarding ecosystem damage alone fail to constitute legally recognized harm sufficient to initiate a lawsuit.,"[""Sierra Club v. Morton""]",,1,Supported
Federal legislative power over inter-jurisdictional commerce supersedes all obstruction by subnational authorities.,"[""United States v. Darby""]",,1,Supported
"Under the United States' highest governing principle, jurisdictions must assign court-appointed advocates for individuals disputing guilt verdicts and penalties.","[""Murray v. Giarratano""]",,0,Refuted
"Judicial bodies are required to examine factual data not disclosed during initial proceedings when determining whether a wrongful conviction occurred, regardless of prior submission.","[""McQuiggin v. Perkins""]",,1,Supported
Sentencing enhancements based on prior criminal details not confirmed by a randomly selected citizen body violate constitutional guarantees of impartial fact-finding in criminal cases.,"[""Mathis v. United States""]",,1,Supported
A law that allows exceptions for some people but not others based on why they need the exception isn't applied equally to everyone.,"[""Fulton v. City of Philadelphia""]",Dandridge v. Williams,2,Overruled
"When claimants cannot bear the expense of singular resolution mechanisms, judicial bodies must honor contractual restrictions against joint legal actions.","[""American Express Co., et al. v. Italian Colors Restaurant""]",Kindred Nursing Centers Limited Partnership v. Clark,2,Overruled
States cannot be sued in federal court without their consent.,"[""Seminole Tribe of Florida v. Florida""]",Haywood v. Drown,2,Overruled
Judicial directions preventing fact-finders from reviewing supplemental data by requiring lethal instrument deployment to establish intent to cause injury remain impermissible.,"[""Koehler v. Engle""]",,1,Supported
"When incarceration is absent from the sentence, the nation's fundamental charter imposes no duty to assign legal representation.","[""Scott v. Illinois""]",,1,Supported
Courts can temporarily assign students to schools in different neighborhoods to fix segregation.,"[""Swann v. Charlotte-Mecklenburg Board of Education""]",,1,Supported
Compromise agreements validated through federal judicial process preclude later reliance on immunity doctrines to evade duties.,"[""Frew v. Hawkins""]",,1,Supported
State governments may forbid deployment of electric signal transmission infrastructure by municipal entities.,"[""Nixon v. Missouri Municipal League""]",,1,Supported
Equity stakeholders cannot recover financial damages from deceptive enterprise communications when their approval was not legally mandated for the transaction under applicable statutes or organizational rules.,"[""Virginia Bankshares, Inc.  v. Sandberg""]",,1,Supported
"Regulatory schemes for equity trading inherently preempt competition-related lawsuits when activities are continuously overseen by federal authorities, and permitting concurrent legal proceedings would produce inconsistent business mandates.","[""Credit Suisse Securities (USA) LLC v. Billing""]",,0,Refuted
Brand owners may legally determine merchandise acquisition points without having to prove damaging effects on business rivalry.,"[""Continental T. V., Inc. v. GTE Sylvania Inc.""]",,0,Refuted
"Payment obligations triggered by specific events, used to secure third-party payment guarantees, do not create liabilities eligible for federal insurance because financial entities receive no cash until conditions are fulfilled.","[""Federal Deposit Insurance Corporation v. Philadelphia Gear Corporation""]",,1,Supported
The presence of shielded predecisional materials in official records does not preclude release of factual components.,"[""U.S. Fish and Wildlife Service v. Sierra Club""]",,1,Supported
"Having a firearm in a vehicle during a drug crime triggers the mandatory sentence, even if the firearm is locked away.","[""Muscarello v. United States""]",Bousley v. United States,2,Overruled
"Sub-state regulatory bodies possess authority to set limits for pollutants emitted by manufactured transportation devices prior to consumer acquisition, a power federal legislation cannot disturb.","[""Engine Manufacturers' Association v. South Coast Air Quality Management District""]",,0,Refuted
"When federal proceedings eliminate debt liability, persons to whom debt is owed face penalties for transgressing directives only if their interpretation is indefensible according to common societal standards.","[""Taggart v. Lorenzen""]",,0,Refuted
Courts may promptly evaluate disputes concerning statutory construction to prevent individuals from choosing between silence and penalty.,"[""Susan B. Anthony List v. Driehaus""]",Summers v. Earth Island Institute,2,Overruled
Statutory provisions authorize minor witnesses to provide spoken evidence using remote video technology when necessary to prevent significant psychological injury during a trial.,"[""Maryland v. Craig""]",,1,Supported
"When murder trials may conclude with the death penalty, juries require no tailored guidance about evidence capable of diminishing sentence severity.","[""Buchanan v. Angelone""]",Abdul-Kabir v. Quarterman; Ayers v. Belmontes; Lynch v. Arizona; Smith v. Spisak,2,Overruled
The constitutional safeguard protecting legislators' conduct from judicial review does not block staff lawsuits when their work relates to law creation.,"[""Office of Sen. Mark Dayton v. Hanson""]",,0,Refuted
"For corporate entities receiving monetary restitution due to excess government fiscal contributions, the allocation process is not subject to unique federal oversight.","[""Rodriguez v. Federal Deposit Insurance Corp.""]",,1,Supported
"Federal law may require pre-approval for changes to voting procedures based on a history of discrimination, regardless of whether current discrimination is widespread.","[""Allen v. State Board of Elections"", ""Lopez v. Monterey County"", ""Morse v. Republican Party of Virginia"", ""Shelby County v. Holder""]",,0,Refuted
State laws that grant hiring preference to residents are invalid unless non-residents are the primary source of the issue the statute addresses.,"[""Hicklin v. Orbeck""]",,1,Supported
Courts need not verify professional credentials to support a presumption that executioners are competent.,"[""Bucklew v. Precythe""]",,0,Refuted
Participation in a concealed society requires consideration of internal states and conduct that cannot be derived solely from external observation.,"[""Killian v. United States""]",,0,Refuted
Realizing a novel functional dimension in protected works while avoiding harm to their financial prospects renders the practice permissible under the law's provisions.,"[""Google LLC v. Oracle America Inc.""]",,0,Refuted
"Participation in an employer's internal investigation of discrimination or harassment is not, in itself, protected activity under anti-retaliation provisions of civil rights laws.","[""Crawford v. Nashville and Davidson County, TN""]",,0,Refuted
"Providing greater disability benefits to employees who become disabled before reaching a certain age than to those who become disabled after reaching that age does not, on its own, constitute age discrimination.","[""Kentucky Retirement Systems v. EEOC""]",,0,Refuted
Proof of a breach of the supreme law necessitates concrete evidence of imminent coercive measures; speculation about future steps won't suffice.,"[""Ohio Civil Rights Commission v. Dayton Christian Public Schools, Inc.""]",,0,Refuted
State-mandated residential verifications for benefit eligibility do not trigger constitutional search requirements.,"[""Wyman v. James""]",,1,Supported
Incremental U.S. automobile safeguard standards prevent subnational trial courts from enforcing specific element integration ahead of schedule.,"[""Geier v. American Honda Motor Company, Inc.""]",,1,Supported
"Federal courts are permitted to pause habeas petitions to allow a petitioner to exhaust state remedies, even without a showing of good cause, claim merit, or lack of delay.","[""Rhines v. Weber""]",,0,Refuted
Accepting compensation via a national initiative compensating victims of court awards linked to state-sponsored violence forfeits the right to seize property pursuant to that legislation.,"[""Ministry of Defense and Support for Armed Forces of Islamic Republic of Iran v. Elahi""]",,1,Supported
Property taken for a public purpose can be given to another party for the same purpose if the law allows it.,"[""National Railroad Passenger Corporation v. Boston & Maine Corporation""]",Koontz v. St. John's River Water Management,2,Overruled
Judicial authorities must evaluate statutory frameworks' application when circumstances lack any controversy.,"[""Guerrero-Lasprilla v. Barr""]",,1,Supported
Government actions significantly restricting freedom must incorporate fair mechanisms to avoid wrongful outcomes; failing to do so contradicts constitutional mandates.,"[""Wilkinson v. Austin""]",,0,Refuted
Government regulations must follow the exact wording of the law they are based on and cannot create new conditions not in the law.,"[""Brown v. Gardner""]",Robertson v. Seattle Audubon Society,2,Overruled
Federal courts do not have to review claims about illegal searches if state courts have already given a fair chance to address them.,"[""Stone v. Powell""]",,1,Supported
States cannot shield themselves from court directives requiring funding for measures that counteract past racial separation impacts.,"[""Milliken v. Bradley""]",,0,Refuted
An individual's permission for law enforcement to examine property is legally valid when unaware of the ability to decline.,"[""Ohio v. Robinette"", ""Schneckloth v. Bustamonte"", ""United States v. Drayton""]",,0,Refuted
Higher courts can temporarily stop a lower court's voting district plan from taking effect while reviewing the case.,"[""Perry v. Perez""]",,1,Supported
"Government entities can be held liable for damages resulting from decisions influenced by illegal factors, even if they can prove the same decision would have been reached without those factors.","[""Texas v. Lesage""]",,0,Refuted
The statutory provisions barring retaliatory conduct afford identical rights to individuals in active employment and those whose employment has ended.,"[""Robinson v. Shell Oil Company""]",,1,Supported
It is outside the judiciary's authority to alter congressionally established deadlines for recovering improperly received public revenue under principles of fairness.,"[""United States v. Brockamp""]",,0,Refuted
Evidence obtained during a search incident to an arrest is not automatically inadmissible if the underlying arrest warrant was invalid due to a clerical error.,"[""Arizona v. Evans"", ""Maryland v. Garrison""]",,0,Refuted
Claims of ineffective assistance of counsel must be raised on direct appeal.,"[""Massaro v. United States"", ""Trevino v. Thaler""]",,0,Refuted
