claim,case_name,overruling_case,label,class
"When a law refers to another law but doesn't specify a date, courts use the current version of that law when deciding cases.","[""Jam v. International Finance Corp.""]",,1,Supported
A person can only be punished for membership in an organization that advocates violence if they knowingly contributed to the group's illegal activities beyond just belonging to it.,"[""Scales v. United States""]",,1,Supported
The Alaska Native Claims Settlement Act ended all tribal reservations in Alaska except for one specific reservation preserved by law.,"[""Alaska v. Native Village of Venetie Tribal Government""]",,1,Supported
"When estate administration costs are paid using income generated by assets left to a spouse or charity, the estate tax deductions for those assets are not reduced.","[""Commissioner v. Estate of Hubert""]",,1,Supported
A person's personal disagreement with the death penalty does not automatically make them ineligible to serve on a jury for a capital case.,"[""White v. Wheeler"", ""Witherspoon v. Illinois""]",,1,Supported
Federally funded schools are permitted to differentiate treatment of employees based on gender.,"[""North Haven Bd. of Educ. v. Bell""]",,0,Refuted
"Government-mandated disclosures can be challenged even if they aim to prevent potential harms, if those harms are only hypothetical.","[""National Institute of Family and Life Advocates v. Becerra""]",,0,Refuted
"The Constitution protects a student's right to attend public school, so schools must follow fair procedures before suspending them.","[""Goss v. Lopez""]",,1,Supported
The President can fill vacancies that existed before a recess as long as they still exist during the recess.,"[""National Labor Relations Board v. Noel Canning""]",,1,Supported
A conspiracy does not automatically end simply because the intended illegal act becomes impossible to complete.,"[""United States v. Jimenez Recio""]",,0,Refuted
A labor union may sue on behalf of its members to recover damages for violations of the Worker Adjustment and Retraining Notification Act.,"[""United Food & Commercial Workers v. Brown Group, Inc.""]",,0,Refuted
The government cannot stop the media from publishing information that is already part of public records.,"[""Cox Broadcasting Corporation v. Cohn""]",Bibles v. Oregon Natural Desert Association,2,Overruled
"To violate a law prohibiting conspiracies to interfere with civil rights, conspirators must intend to deprive individuals of equal rights due to their group affiliation.","[""Griffin v. Breckenridge""]",,0,Refuted
Vague laws regarding trespass on government property do not automatically violate constitutional rights.,"[""Adderley v. Florida""]",,0,Refuted
The Fifth Amendment doesn't stop police from helping with a crime if the person was already going to do it.,"[""United States v. Russell""]",,1,Supported
Restrictions on charitable solicitation are justified by a compelling governmental interest in preventing fraud.,"[""Village of Schaumburg v. Citizens for Better Environment""]",,0,Refuted
A defendant's own plea bargain offer does not prove racial discrimination unless they show how others in similar cases were treated.,"[""United States v. Bass""]",,1,Supported
"States may create reasonable restrictions on political campaigning near polling places to protect voters' rights, even if those restrictions limit speech.","[""Burson v. Freeman""]",,0,Refuted
"If you talk to someone secretly working with police, the Fourth Amendment does not stop the government from using what you said as evidence.","[""United States v. White""]",,1,Supported
Equal questioning of jurors of all races guarantees a non-discriminatory jury selection process.,"[""Flowers v. Mississippi""]",,0,Refuted
Replacing county-wide elections with single-member districts is a legal remedy for discriminatory election systems.,"[""Rogers v. Lodge""]",,1,Supported
Laws that retroactively transfer property interests from individuals to the government may constitute an unconstitutional taking requiring just compensation.,"[""Hodel v. Irving""]",,0,Refuted
Creditors must provide documented proof of debt and a valid lien before a court can allow property seizure without a hearing.,"[""Mitchell v. W. T. Grant Company""]",,1,Supported
Each state can set its own rules for how to enforce court judgments and does not have to follow another state's procedures.,"[""Baker v. General Motors Corp.""]",,1,Supported
Courts cannot set a sentence outside the new guideline range when reducing a previous sentence.,"[""Dillon v. United States""]",Kimbrough v. United States,2,Overruled
Federal tax liens can apply to inherited assets even if the heir disclaims the inheritance under state law.,"[""Drye v. United States""]",,1,Supported
"Courts will decide disputes between the President and Congress regarding treaty termination, and will review presidential actions in this area.","[""Goldwater v. Carter""]",,0,Refuted
States can require unmarried fathers to prove they are the child's parent through specific legal steps before they can sue for wrongful death.,"[""Parham v. Hughes""]",,1,Supported
Having probable cause to believe someone committed a crime does not let police enter their home without a warrant.,"[""Payton v. New York""]",Devenpeck v. Alford,2,Overruled
"State laws that regulate insurance do apply to self-funded employee health plans, as demonstrated by the Pennsylvania Motor Vehicle Financial Responsibility Law successfully precluding a self-funded ERISA plan from exercising subrogation rights.","[""FMC Corporation v. Holliday""]",,0,Refuted
State and local governments can tax reservation land that Congress allowed to be sold to non-Indians.,"[""Cass County v. Leech Lake Band of Chippewa Indians""]",City of Sherrill v. Oneida Indian Nation of New York,2,Overruled
"Courts must use standard contract law rules (like fraud or unfairness) to decide if an arbitration agreement is valid, not general public policy.","[""Marmet Health Care Center v. Brown""]",,1,Supported
Corporations may be restricted in their ability to use general treasury funds for political expenditures.,"[""Austin v. Michigan Chamber of Commerce""]",,0,Refuted
"Dumping industrial waste into a waterway that boats use can be illegal if it makes the waterway too shallow or blocked, unless the Secretary of the Army has approved the action.","[""United States v. Republic Steel Corporation""]",,1,Supported
The Constitution does not allow states to change existing business contracts to add new financial responsibilities.,"[""Allied Structural Steel Company v. Spannaus""]","Flagg Bros., Inc. v. Brooks",2,Overruled
"State laws imposing safety requirements on manufacturers are preempted by federal law if they conflict with existing federal safety standards, even if the manufacturer already complies with those standards.","[""Geier v. American Honda Motor Company, Inc.""]",,0,Refuted
Police cannot establish reasonable suspicion for a traffic stop based solely on the assumption that a vehicle's registered owner is also its driver.,"[""Kansas v. Glover""]",,0,Refuted
"In some parts of the country, judges only need to say they considered the factors when reducing a sentence, but in other parts, they must explain how they applied those factors.","[""Chavez-Meza v. United States""]",,1,Supported
"Tax debts on property are legally considered part of the property's rights, so disputes over those taxes can be heard in court.","[""Permanent Mission of India to the United Nations v. City of New York""]",,1,Supported
"Damages received in a tort suit for personal injuries or sickness, including punitive damages, are considered income and are therefore taxable.","[""O'Gilvie v. United States""]",,0,Refuted
State law failure-to-warn claims against drug manufacturers are not preempted by federal regulations simply because the manufacturer's proposed label changes were rejected by the FDA.,"[""Merck Sharp & Dohme Corp. v. Albrecht"", ""PLIVA, Inc. v. Mensing""]",,0,Refuted
The First Amendment protects criticism of government policies during war unless the speech poses an immediate danger to public safety.,"[""Abrams v. United States"", ""Schenck v. United States""]",,1,Supported
"A criminal punishment can be determined by the law in effect at the time of sentencing, even if it is more severe than the law in effect when the crime was committed.","[""Dobbert v. Florida"", ""Dorsey v. United States"", ""Peugh v. United States"", ""United States v. Briggs""]",,0,Refuted
The death penalty does not effectively deter people with intellectual disabilities from committing crimes.,"[""Atkins v. Virginia""]",,1,Supported
Agreements where one party agrees to cover the costs of damages caused by the negligence of another party's employees are not automatically prohibited by regulations intended to ensure responsibility for safe operation of equipment.,"[""Transamerican Freight Lines, Inc. v. Brada Miller Freight Systems, Inc.""]",,0,Refuted
State law claims seeking services or terms not included in a federally filed tariff are preempted by federal regulations governing those tariffs.,"[""American Telephone & Telegraph Company v. Central Office Telephone, Inc.""]",,0,Refuted
"Claims brought under Section 1983 of the United States Code are federal claims, and are not governed by state law.","[""Wilson v. Garcia""]",,0,Refuted
Congress has the constitutional authority to prevent the President from unilaterally terminating a treaty.,"[""Goldwater v. Carter""]",,0,Refuted
Evidence of past discrimination against minority voters can be used to prove current election systems are discriminatory.,"[""Rogers v. Lodge""]",,1,Supported
Using race as the main factor in drawing district lines is illegal unless the state proves it is necessary to meet a specific legal requirement and there is no other way to achieve that goal.,"[""Abbott v. Perez""]",Thornburg v. Gingles,2,Overruled
Laws that criminalize refusing a government inspection of a private home without a warrant are constitutional.,"[""Camara v. Municipal Court of the City and County of San Francisco""]",,0,Refuted
Courts must compel arbitration even if the arbitration agreement limits the types of damages that can be awarded.,"[""PacifiCare Health Systems, Inc. v. Book""]",,1,Supported
"States cannot take over the federal government's role in supervising banks, but they can still enforce state laws against banks.","[""Cuomo v. Clearing House Assn., L. L. C.""]",Beneficial National Bank v. Anderson,2,Overruled
"Speech sharing healthcare information that serves the public interest is protected, even if it is part of a commercial advertisement.","[""Bigelow v. Virginia""]",,1,Supported
"Government-created legal explanations are not subject to copyright because they represent the law itself, which cannot be owned by any individual or entity.","[""Georgia v. Public.Resource.Org Inc.""]",,0,Refuted
Judges can ask juries to keep deliberating as long as they don't pressure jurors to reach a specific verdict.,"[""Early v. Packer""]",,1,Supported
"Section 706(g) of Title VII does apply to settlement agreements, and courts should not approve them if they provide relief to individuals who have not been proven to be victims of discrimination.","[""Firefighters v. City of Cleveland""]",,0,Refuted
A school-sponsored student group is not considered part of the school's curriculum simply because it is permitted to operate on school grounds.,"[""Board of Education of Westside Community Schools v. Mergens By and Through Mergens""]",,0,Refuted
"A person must promptly challenge an unlawful detention following arrest, or risk losing the right to later claim the detention was illegal, even if the basis for the arrest was flawed.","[""Manuel v. City of Joliet""]",,0,Refuted
States must follow the same federal labor standards as private businesses for employees in commercial enterprises.,"[""Maryland v. Wirtz""]",,1,Supported
Prosecutors are allowed to follow through on threats to seek harsher sentences after a defendant rejects a plea deal.,"[""Bordenkircher v. Hayes""]",,1,Supported
Candidates cannot be required to limit their campaign spending to prevent opponents from receiving more money.,"[""Arizona Free Enterprise Club's Freedom Club PAC v. Bennett""]",,1,Supported
Section 13(b) of the FTC Act does not let the FTC ask courts to order companies to pay money for past illegal actions.,"[""AMG Capital Management, LLC v. Federal Trade Commission""]",,1,Supported
Federal judges are allowed to take into account a defendant's good behavior after being sentenced when deciding to lower the sentence.,"[""Pepper v. United States""]",,1,Supported
"Private insurance companies stopping payment for medical treatments they dispute are acting as government officials, because Pennsylvania explicitly delegated the authority to determine 'reasonable and necessary' medical treatment – a traditionally governmental function – to these insurers through the Workers' Compensation Act.","[""American Manufacturers' Mutual Insurance Company v. Sullivan""]",,0,Refuted
"If a defendant in a lawsuit asks for it, the judge must explain to the jury what standard must be met for awarding damages related to fear of cancer.","[""CSX Transportation, Inc. v. Hensley""]",,1,Supported
Requiring individuals to register for and pay taxes on illegal activities does not violate the right against self-incrimination.,"[""Marchetti v. United States""]",,0,Refuted
Police officers cannot be sued for actions taken during their duties if the law did not clearly state those actions were illegal at the time they happened.,"[""City of Escondido v. Emmons""]",Millbrook v. United States,2,Overruled
A law prohibiting the teaching of a scientific theory based on its conflict with particular religious beliefs does not violate constitutional rights.,"[""Epperson v. Arkansas""]",,0,Refuted
An agency's decision not to enforce a regulation is generally not subject to judicial review.,"[""Heckler v. Chaney"", ""Long Island Care at Home, Ltd. v. Coke"", ""Norton v. Southern Utah Wilderness Alliance""]",,0,Refuted
States are legally required to hold a hearing and provide drivers with an opportunity to challenge the refusal of a breathalyzer test before suspending their driver's license.,"[""Mackey v. Montrym""]",,0,Refuted
There are specific situations where federal courts are allowed to overturn state court factual findings.,"[""Jefferson v. Upton""]",,1,Supported
"Courts have discretion when deciding whether to award attorneys' fees, and may consider the quality of the work performed by attorneys when making that decision.","[""Kirtsaeng v. John Wiley & Sons"", ""Pennsylvania v. Delaware Valley Citizens' Council for Clean Air""]",,0,Refuted
"If a company's products reach a state through normal distribution, even if the company had absolutely no knowledge or intention of selling in that state, that state can require the company to defend a lawsuit.","[""Asahi Metal Industry Co. v. Superior Court of Cal., Solano Cty."", ""Daimler AG v. Bauman"", ""Keeton v. Hustler Magazine, Inc.""]",,0,Refuted
"Even if a parent only has visitation rights, their ability to prevent the child from moving out of the country is a custody right under the Hague Convention.","[""Abbott v. Abbott""]",,1,Supported
"Once a fetus is viable outside the womb, states may prohibit abortion, but must allow it when necessary to protect the mother's health.","[""Roe v. Wade""]",,0,Refuted
"Congress may constitutionally condition federal funding on states adopting specific policies, even those related to alcohol regulation, as long as the conditions are reasonably related to the general welfare and not unduly coercive.","[""South Dakota v. Dole""]",,0,Refuted
Failure to comply with network sharing requirements imposed by telecommunications regulations automatically constitutes a violation of antitrust laws.,"[""Verizon Communications, Inc. v. Law Offices of Curtis V. Trinco, LLP""]",,0,Refuted
"Government cannot punish contractors for their political beliefs, just like it can't punish government employees.","[""O'Hare Truck Service, Inc. v. City of Northlake""]",,1,Supported
"The exact wording of the police warnings is not required, as long as the suspect is reasonably informed of their rights.","[""Duckworth v. Eagan"", ""Florida v. Powell""]",,1,Supported
"When determining if a prior conviction qualifies for sentencing enhancement, courts must focus solely on the elements of the prior offense as defined by law, and cannot consider the specific facts alleged or proven in the case.","[""Mathis v. United States""]",,0,Refuted
"Mandatory disclosure of petition circulators' employer information is not justified by a state's interest in preventing fraud or undue influence when other, less restrictive means are available to obtain the same information.","[""Buckley v. American Constitutional Law Foundation Inc.""]",,0,Refuted
"Nonemployees have a right to trespass on private property to distribute materials, and this right is enhanced by the availability of other communication methods like mail or advertisements.","[""Lechmere, Inc. v. National Labor Relations Board""]",,0,Refuted
"If a court ruling would require the government to pay money, the government has a stake in the case even if it agrees the law is unconstitutional.","[""United States v. Windsor""]",Schweiker v. Chilicky,2,Overruled
State laws that include sexual activity with someone 16 or older can be used to deport someone for sexual abuse of a minor.,"[""Esquivel-Quintana v. Sessions""]",,0,Refuted
Procedural errors by government agencies do not automatically affect a claim's outcome; the affected person must show actual damage.,"[""Shinseki v. Sanders""]",Clay v. United States,2,Overruled
"Section 1985(3) can be constitutionally applied to address conspiracies by private individuals to deprive others of equal rights under the law, even without state action.","[""Griffin v. Breckenridge"", ""The Civil Rights Cases""]",,0,Refuted
"Law enforcement officers must have specific, observable facts suggesting illegal activity before stopping a vehicle.","[""United States v. Brignoni-Ponce""]",Adams v. Williams,2,Overruled
"The military is not required by federal law to allow religious clothing, even if it is worn in a neat and conservative manner.","[""Goldman v. Weinberger""]",,0,Refuted
You cannot get compensation for emotional distress without a physical injury.,"[""Eastern Airlines, Inc. v. Floyd""]",,1,Supported
States are immune from lawsuits in federal court seeking money damages for violations of federal laws unless Congress clearly and validly exercises its Fourteenth Amendment authority to remove that immunity.,"[""Nevada Department of Human Resources v. Hibbs""]",,0,Refuted
"If a law is changed to allow a specific action, that action is permitted under the law.","[""National Railroad Passenger Corporation v. Boston & Maine Corporation""]",,1,Supported
Sex discrimination by a government official is not protected speech under the First Amendment.,"[""Davis v. Passman""]",,0,Refuted
Congress must explicitly approve any U.S. law that requires major structural changes to foreign ships.,"[""Spector v. Norwegian Cruise Line Ltd.""]",,1,Supported
"During wartime, the government may restrict speech that advocates actions which could hinder the war effort, even if that speech does not directly incite immediate unlawful action.","[""Abrams v. United States""]",,0,Refuted
"When determining whether a regulatory taking has occurred, courts consider factors beyond formally established private property rights, including local land use rules, physical characteristics of the land, and its value.","[""Murr v. Wisconsin""]",,0,Refuted
Taxpayers must file a refund request with the IRS before suing the government for a tax refund.,"[""United States v. Clintwood Elkhorn Mining Co.""]",,1,Supported
"State laws cannot transfer pension benefits that have not been paid out to someone other than the participant's current spouse, as such transfers are prohibited by the Employee Retirement Income Security Act of 1974.","[""Boggs v. Boggs""]",,0,Refuted
"When determining if a seizure occurred, the law looks at what the officer did, not what the officer was thinking.","[""Torres v. Madrid""]",,1,Supported
A communication company is not liable under state law for failing to deliver services not explicitly included in its federally-filed tariff.,"[""American Telephone & Telegraph Company v. Central Office Telephone, Inc.""]",,0,Refuted
Courts cannot take more than 25% of a prisoner's damage award to cover lawyer fees; any fees above that must be paid by the defendant.,"[""Murphy v. Smith""]",,1,Supported
The government may not use the threat of withheld federal funds to compel universities to provide access to military recruiters if doing so violates the universities’ First Amendment rights.,"[""Rumsfeld v. Forum for Academic and Institutional Rights, Inc.""]",,0,Refuted
States cannot ban ministers from serving in public office.,"[""McDaniel v. Paty""]",,1,Supported
The Tenth Amendment reserves all powers not granted to the federal government by the Constitution to the states or the people.,"[""Hammer v. Dagenhart""]",,1,Supported
Evidence from outside the jury is required to support claims of juror misconduct affecting a verdict.,"[""Tanner v. United States""]",,1,Supported
"The Fifth Amendment only protects against being forced to say things that reveal facts, not against physical actions.","[""Pennsylvania v. Muniz""]",Albertson v. Subversive Activities Control Board,2,Overruled
Schools can decide which services or accommodations are needed for a student with a disability as long as the education helps the student learn.,"[""Board of Ed. of Hendrick Hudson Central School Dist., Westchester Cty. v. Rowley""]",,1,Supported
"When a law authorizes inspection of a business and imposes a fine for refusal, the law only permits a fine as a remedy for non-compliance and does not authorize the warrantless seizure of property.","[""Colonnade Catering Corporation v. United States""]",,0,Refuted
Private companies are not part of the government unless they are doing something that only the government has ever done.,"[""Manhattan Community Access Corp. v. Halleck""]",Evans v. Newton,2,Overruled
"People from other countries living outside the U.S. do have a constitutional right to know why their visa was denied, particularly when the denial impacts their fundamental liberty interest in family reunification with U.S. citizens.","[""Kerry v. Din""]",,0,Refuted
"Criminal convictions, even for juveniles, require proof beyond a reasonable doubt.","[""In re Winship""]",,0,Refuted
"Employers can choose between equally qualified candidates based on non-discriminatory factors, as long as the decision isn't based on protected characteristics like gender.","[""Texas Department of Community Affairs v. Burdine""]",,1,Supported
"States may not deny individuals the right to marry based solely on outstanding financial obligations, even if those obligations relate to child support.","[""Zablocki v. Redhail""]",,0,Refuted
A person denied Social Security disability benefits can appeal a federal district court's order to send the case back to the agency for further review to a federal appeals court.,"[""Forney v. Apfel""]",,1,Supported
Federal prosecution is not barred simply because a defendant has already been prosecuted by a state for the same conduct.,"[""Abbate v. United States""]",,0,Refuted
"When a case involves both state and federal questions, federal courts should address the state law issues first.","[""Harris County Commissioners Court v. Moore""]",,1,Supported
State law alone cannot define which parcels are considered for compensation; other factors must be included.,"[""Murr v. Wisconsin""]",,1,Supported
Corporations and unions cannot give money directly to political candidates.,"[""Citizens United v. Federal Election Commission""]",,1,Supported
The Constitution does not prohibit considering race when drawing voting district boundaries.,"[""United Jewish Organizations of Williamsburgh, Inc. v. Carey""]",,0,Refuted
"Police are legally prohibited from temporarily preventing someone from entering their home, even with probable cause to believe evidence is present, and any evidence discovered as a result of such prevention is inadmissible in court.","[""Illinois v. McArthur""]",,0,Refuted
A person can be civilly committed if they have a history of violent sexual crimes and a mental condition that makes them likely to commit more crimes.,"[""Kansas v. Hendricks""]",,1,Supported
A tribe cannot sue the government for failing to protect their interests based on a general expectation; there must be a specific law that was broken.,"[""United States v. Navajo Nation""]","Lugar v. Edmondson Oil Company, Inc.",2,Overruled
Residency requirements that discriminate against out-of-state residents for professional opportunities violate constitutional principles if they lack a substantial connection to legitimate state interests.,"[""Supreme Court of Virginia v. Friedman""]",,0,Refuted
State laws that interfere with the federal government's conduct of foreign affairs are not permissible.,"[""Crosby v. National Foreign Trade Council""]",,0,Refuted
A defendant has the right to use their own money not connected to the crime to hire the lawyer they choose.,"[""Luis v. United States""]",,1,Supported
Appeals to higher courts generally require a final judgment from the lower court.,"[""Gotthilf v. Sills""]",,0,Refuted
A claim that the government violated the right to associate for political reasons might not require proving harm in a specific district.,"[""Gill v. Whitford""]",,1,Supported
"Individuals do not have a constitutional right to appointed counsel in proceedings to terminate parental rights, even if they are indigent.","[""Lassiter v. Department of Social Services"", ""Mempa v. Rhay""]",,0,Refuted
"If a jury finds a key fact in your favor, the government cannot charge you with a crime that requires proving the opposite of that fact.","[""Yeager v. United States""]",United States v. Watts,2,Overruled
"Federal law prevents local governments from controlling truckers' prices, routes, or services when acting as regulators.","[""American Trucking Associations v. City of Los Angeles""]",,1,Supported
Agencies must provide clear and truthful reasons for their decisions that align with the facts they considered.,"[""Department of Commerce v. New York"", ""FCC v. Prometheus Radio Project""]",,1,Supported
"Using the right to remain silent under the Fifth Amendment does not mean a person is guilty, so they cannot be fired for that reason alone.","[""Slochower v. Board of Higher Education of New York City""]",,1,Supported
Race can be the main factor in drawing districts even if traditional rules like keeping communities together or making districts compact are followed; proving a conflict between race and those rules isn't required.,"[""Bethune-Hill v. Virginia Board of Elections""]",Abbott v. Perez; Gomillion v. Lightfoot,2,Overruled
"Federal environmental law prevents landowners from pursuing state law claims for property damage at Superfund sites without EPA approval, and landowners are considered potentially responsible parties requiring such approval before undertaking cleanup efforts.","[""Atlantic Richfield Co. v. Christian, et al.""]",,0,Refuted
"A debt is not considered a business bad debt for tax purposes if the primary motivation for incurring the debt is personal interest, even if there is some connection to business activities.","[""United States v. Generes""]",,0,Refuted
"The Fourteenth Amendment's Equal Protection Clause extends to all people residing within a state's jurisdiction, not just citizens.","[""Plyler v. Doe""]",,0,Refuted
"Attorney-client privilege extends to communications regardless of whether the case involves criminal or civil matters, and survives the client's death.","[""Swidler & Berlin v. United States""]",,0,Refuted
"Commissions that decide legal cases must be independent, so the President cannot fire members for disagreeing with his policies.","[""Wiener v. United States""]",Free Enterprise Fund v. Public Company Oversight Board,2,Overruled
"The writ of habeas corpus can only be used to challenge unlawful detention, not to seek asylum or other immigration benefits.","[""Department of Homeland Security v. Thuraissigiam""]",,1,Supported
A conviction for a drug-related offense can lead to deportation only if the offense involves a substance specifically listed as a controlled substance under federal law.,"[""Mellouli v. Lynch""]",,0,Refuted
"Agencies can create new temporary rules during emergencies even if those rules don't change existing ones, as long as the law allows it.","[""ICC v. Oregon Pacific Industries, Inc.""]",,1,Supported
"Federal courts with limited jurisdiction do not have the authority to correct errors from prior judgments, even if those errors have significant consequences for the individual.","[""United States v. Denedo""]",,0,Refuted
Bankruptcy protection does not apply to debts created by fraud.,"[""Cohen v. de la Cruz""]",,1,Supported
A policy mandating a specific racial quota for promotions creates a complete barrier to advancement for qualified individuals of another race.,"[""United States v. Paradise""]",,0,Refuted
General concerns about environmental damage alone do not count as legal injury for standing purposes.,"[""Sierra Club v. Morton""]",,1,Supported
States can't stop Congress from regulating trade between states.,"[""United States v. Darby""]",,1,Supported
The Constitution requires states to provide legal counsel to those seeking to challenge their convictions and sentences.,"[""Murray v. Giarratano""]",,0,Refuted
"Courts must consider new evidence when evaluating a claim of innocence, even if it wasn't presented during the original trial.","[""McQuiggin v. Perkins""]",,1,Supported
Using the modified categorical approach to look at facts not decided by a jury would violate a person's right to a jury trial under the Sixth Amendment.,"[""Mathis v. United States""]",,1,Supported
A law that allows exceptions for some people but not others based on why they need the exception isn't applied equally to everyone.,"[""Fulton v. City of Philadelphia""]",Dandridge v. Williams,2,Overruled
Courts must enforce arbitration agreements that ban group lawsuits even if the cost of individual arbitration is too high for a person to afford.,"[""American Express Co., et al. v. Italian Colors Restaurant""]",Kindred Nursing Centers Limited Partnership v. Clark,2,Overruled
States cannot be sued in federal court without their consent.,"[""Seminole Tribe of Florida v. Florida""]",Haywood v. Drown,2,Overruled
Jury instructions that say using a weapon automatically means the person intended to harm someone are not allowed if they don't let the jury consider other evidence.,"[""Koehler v. Engle""]",,1,Supported
"If a person is only given a fine as punishment, the Constitution does not require the government to provide them with a lawyer.","[""Scott v. Illinois""]",,1,Supported
Courts can temporarily assign students to schools in different neighborhoods to fix segregation.,"[""Swann v. Charlotte-Mecklenburg Board of Education""]",,1,Supported
"When a state agrees to a settlement that a federal court has approved, it cannot later use the 11th Amendment to avoid being held to that agreement.","[""Frew v. Hawkins""]",,1,Supported
States can legally prevent cities from offering telecommunications services.,"[""Nixon v. Missouri Municipal League""]",,1,Supported
Shareholders cannot get compensation for losses from misleading proxy statements if their vote was not required by law or company rules for the corporate action to take place.,"[""Virginia Bankshares, Inc.  v. Sandberg""]",,1,Supported
"Securities laws implicitly prevent antitrust claims when the conduct at issue is specifically and actively regulated by the securities authority, and allowing both types of claims would create conflicting regulatory standards.","[""Credit Suisse Securities (USA) LLC v. Billing""]",,0,Refuted
Manufacturers can legally restrict the locations where retailers sell their products without a prior finding of competitive harm.,"[""Continental T. V., Inc. v. GTE Sylvania Inc.""]",,0,Refuted
A contingent promissory note backing a standby letter of credit does not create a deposit because the bank does not receive any money until the note is triggered.,"[""Federal Deposit Insurance Corporation v. Philadelphia Gear Corporation""]",,1,Supported
"Factual information in government documents must be released to the public, even if the document also includes protected deliberative content.","[""U.S. Fish and Wildlife Service v. Sierra Club""]",,1,Supported
"Having a firearm in a vehicle during a drug crime triggers the mandatory sentence, even if the firearm is locked away.","[""Muscarello v. United States""]",Bousley v. United States,2,Overruled
"Local governments are authorized to regulate the emissions standards of new motor vehicles sold within their jurisdiction, and this authority is not preempted by federal law.","[""Engine Manufacturers' Association v. South Coast Air Quality Management District""]",,0,Refuted
A creditor can be held in civil contempt for violating a bankruptcy discharge order only if their actions demonstrate an objectively unreasonable understanding of the order's requirements.,"[""Taggart v. Lorenzen""]",,0,Refuted
"When a legal challenge is only about how a law should be interpreted, courts can review it right away to avoid forcing people to stay silent or face punishment.","[""Susan B. Anthony List v. Driehaus""]",Summers v. Earth Island Institute,2,Overruled
The law allows children to testify via video if it prevents serious trauma during court.,"[""Maryland v. Craig""]",,1,Supported
Juries in capital cases do not need specific instructions about particular types of evidence that could lower the punishment.,"[""Buchanan v. Angelone""]",Abdul-Kabir v. Quarterman; Ayers v. Belmontes; Lynch v. Arizona; Smith v. Spisak,2,Overruled
"The Speech or Debate Clause does not prevent lawsuits by congressional employees, even if their job duties relate to legislative functions.","[""Office of Sen. Mark Dayton v. Hanson""]",,0,Refuted
The federal government does not have a unique interest in deciding how tax refunds are split among affiliated companies after they are received.,"[""Rodriguez v. Federal Deposit Insurance Corp.""]",,1,Supported
"Federal law may require pre-approval for changes to voting procedures based on a history of discrimination, regardless of whether current discrimination is widespread.","[""Allen v. State Board of Elections"", ""Lopez v. Monterey County"", ""Morse v. Republican Party of Virginia"", ""Shelby County v. Holder""]",,0,Refuted
The Constitution does not allow states to discriminate against people from other states when it comes to jobs unless those people are the direct cause of the problem the law is trying to fix.,"[""Hicklin v. Orbeck""]",,1,Supported
Courts may presume the competence of individuals carrying out executions without requiring proof of their qualifications.,"[""Bucklew v. Precythe""]",,0,Refuted
Membership in a secret organization cannot be definitively proven by objective evidence alone and may require consideration of a person's beliefs and actions.,"[""Killian v. United States""]",,0,Refuted
A new use of copyrighted material is more likely to be considered fair use when it is transformative and does not significantly harm the potential market for the original work.,"[""Google LLC v. Oracle America Inc.""]",,0,Refuted
"Participation in an employer's internal investigation of discrimination or harassment is not, in itself, protected activity under anti-retaliation provisions of civil rights laws.","[""Crawford v. Nashville and Davidson County, TN""]",,0,Refuted
"Providing greater disability benefits to employees who become disabled before reaching a certain age than to those who become disabled after reaching that age does not, on its own, constitute age discrimination.","[""Kentucky Retirement Systems v. EEOC""]",,0,Refuted
"A constitutional violation requires a demonstrated threat of sanction or enforcement, and cannot be established solely on the potential for future action.","[""Ohio Civil Rights Commission v. Dayton Christian Public Schools, Inc.""]",,0,Refuted
Home visits required for public assistance eligibility checks are not considered searches under the Fourth Amendment.,"[""Wyman v. James""]",,1,Supported
"When federal safety standards are introduced gradually, state courts can't require those features to be installed before the scheduled timeline.","[""Geier v. American Honda Motor Company, Inc.""]",,1,Supported
"Federal courts are permitted to pause habeas petitions to allow a petitioner to exhaust state remedies, even without a showing of good cause, claim merit, or lack of delay.","[""Rhines v. Weber""]",,0,Refuted
"If you accept money from a federal program that pays people with terrorism-related court judgments, you cannot later seize assets under that act.","[""Ministry of Defense and Support for Armed Forces of Islamic Republic of Iran v. Elahi""]",,1,Supported
Property taken for a public purpose can be given to another party for the same purpose if the law allows it.,"[""National Railroad Passenger Corporation v. Boston & Maine Corporation""]",Koontz v. St. John's River Water Management,2,Overruled
"When facts are clear and not disputed, how the law applies to them is a legal question that courts can review.","[""Guerrero-Lasprilla v. Barr""]",,1,Supported
"Due process requires a certain level of procedural protection when individuals are subjected to significant deprivations of liberty, and procedures lacking sufficient safeguards against erroneous deprivation violate constitutional rights.","[""Wilkinson v. Austin""]",,0,Refuted
Government regulations must follow the exact wording of the law they are based on and cannot create new conditions not in the law.,"[""Brown v. Gardner""]",Robertson v. Seattle Audubon Society,2,Overruled
Federal courts do not have to review claims about illegal searches if state courts have already given a fair chance to address them.,"[""Stone v. Powell""]",,1,Supported
States are not immune from federal court orders requiring them to fund remedial education programs designed to address the effects of past segregation.,"[""Milliken v. Bradley""]",,0,Refuted
A person's consent to a search is valid even if they are not informed of their right to refuse the search.,"[""Ohio v. Robinette"", ""Schneckloth v. Bustamonte"", ""United States v. Drayton""]",,0,Refuted
Higher courts can temporarily stop a lower court's voting district plan from taking effect while reviewing the case.,"[""Perry v. Perez""]",,1,Supported
